Program,ParentProject,Project,StationName,StationCode,SampleDate,CollectionTime,LocationCode,CollectionDepth,UnitCollectionDepth,SampleTypeCode,CollectionReplicate,ResultsReplicate,LabBatch,LabSampleID,MatrixName,MethodName,Analyte,Unit,Result,Observation,MDL,RL,ResultQualCode,QACode,BatchVerification,ComplianceCode,SampleComments,CollectionComments,ResultsComments,BatchComments,EventCode,ProtocolCode,SampleAgency,GroupSamples,CollectionMethodName,TargetLatitude,TargetLongitude,CollectionDeviceDescription,CalibrationDate,PositionWaterColumn,PrepPreservationName,PrepPreservationDate,DigestExtractMethod,DigestExtractDate,AnalysisDate,DilutionFactor,ExpectedValue,LabAgency,SubmittingAgency,SubmissionCode,OccupationMethod,StartingBank,DistanceFromBank,UnitDistanceFromBank,StreamWidth,UnitStreamWidth,StationWaterDepth,UnitStationWaterDepth,HydroMod,HydroModLoc,LocationDetailWQComments,ChannelWidth,UpstreamLength,DownstreamLength,TotalReach,LocationDetailBAComments,county,county_fips,regional_board,rb_number,huc8,huc8_number,huc10,huc10_number,huc12,huc12_number,waterbody_type,SampleID
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Los Penasquitos Open Lagoon,906LPCYNO,7/27/2016,19:30:00,AA1,-88,m,Grab,1,1,WPCL_L-445-16_BS175-16_W_ELISA,L-445-16-16,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.75,,0.111,0.1665,=,D,"VAC,VQI",Scr,,,,"Samples buffered improperly and low bias results for L-445-16-10 and L-445-16-15.  Dilution.QA/DM: inadequate QC, screening.",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.934471,-117.259407,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,7/27/2016 0:00,ELISA Abraxis 520060,7/29/2016,8/3/2016,1.11,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Mission Beach-Frontal Pacific Ocean,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Sweetwater River Mid-slough,909SWCYNM,7/27/2016,14:40:00,AA1,-88,m,Grab,1,1,WPCL_L-445-16_BS175-16_W_ELISA,L-445-16-12,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.6,,0.111,0.1665,=,D,"VAC,VQI",Scr,,,,"Samples buffered improperly and low bias results for L-445-16-10 and L-445-16-15.  Dilution.QA/DM: inadequate QC, screening.",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.6586,-117.0818863,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,7/27/2016 0:00,ELISA Abraxis 520060,7/29/2016,8/3/2016,1.11,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Rice Canyon-Sweetwater River,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Los Penasquitos Creek Upstream,906LPCYNU,7/27/2016,18:00:00,AA1,-88,m,Grab,1,1,WPCL_L-445-16_BS175-16_W_ELISA,L-445-16-14,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.41,,0.111,0.1665,=,D,"VAC,VQI",Scr,,,,"Samples buffered improperly and low bias results for L-445-16-10 and L-445-16-15.  Dilution.QA/DM: inadequate QC, screening.",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.936131,-117.228157,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,7/27/2016 0:00,ELISA Abraxis 520060,7/29/2016,8/3/2016,1.11,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Carmel Valley-Poway Creek,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,"Otay River Open, San Diego Bay",910OTCYNO,7/27/2016,9:40:00,AA1,-88,m,Grab,1,1,WPCL_L-445-16_BS175-16_W_ELISA,L-445-16-9,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.51,,0.111,0.1665,=,D,"VAC,VQI",Scr,,,,"Samples buffered improperly and low bias results for L-445-16-10 and L-445-16-15.  Dilution.QA/DM: inadequate QC, screening.",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.602749,-117.1173096,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,7/27/2016 0:00,ELISA Abraxis 520060,7/29/2016,8/3/2016,1.11,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Americas Cup Harbor-San Diego Bay,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Los Penasquitos Mid-slough,906LPCYNM,7/27/2016,19:00:00,AA1,-88,m,Grab,1,1,WPCL_L-445-16_BS175-16_W_ELISA,L-445-16-15,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.68,,0.111,0.1665,=,"BZ,D","VAC,VQI",Scr,,,The ratio of sample:buffer was slightly off.  Low bias result.   ,"Samples buffered improperly and low bias results for L-445-16-10 and L-445-16-15.  Dilution.QA/DM: inadequate QC, screening.",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.930069,-117.2468491,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,7/27/2016 0:00,ELISA Abraxis 520060,7/29/2016,8/3/2016,1.11,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Carmel Valley-Poway Creek,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Otay River Mid-slough,910OTCYNM,7/27/2016,11:30:00,AA1,-88,m,Grab,1,1,WPCL_L-445-16_BS175-16_W_ELISA,L-445-16-10,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.64,,0.111,0.1665,=,"BZ,D","VAC,VQI",Scr,,,Was not buffered in the field.  Low bias result.  ,"Samples buffered improperly and low bias results for L-445-16-10 and L-445-16-15.  Dilution.QA/DM: inadequate QC, screening.",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.588039,-117.1057434,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,7/27/2016 0:00,ELISA Abraxis 520060,7/29/2016,8/3/2016,1.11,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Telegraph Canyon-Frontal San Diego Bay,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,"Sweetwater River Open, San Diego Bay",909SWCYNO,7/27/2016,16:00:00,AA1,-88,m,Grab,1,1,WPCL_L-445-16_BS175-16_W_ELISA,L-445-16-13,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.59,,0.111,0.1665,=,D,"VAC,VQI",Scr,,,,"Samples buffered improperly and low bias results for L-445-16-10 and L-445-16-15.  Dilution.QA/DM: inadequate QC, screening.",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.649651,-117.1085281,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,7/27/2016 0:00,ELISA Abraxis 520060,7/29/2016,8/3/2016,1.11,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Paradise Creek-Frontal San Diego Bay,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Los Penasquitos Open Lagoon,906LPCYNO,8/5/2016,18:00:00,AA1,-88,m,Grab,1,1,WPCL_L-468-16_BS198-16_W_ELISA,L-468-16-08,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.49,,0.111,0.167,=,D,"VAC,VQI",Scr,,,,"Dilution.QA/DM:Screening,missing QC samples failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.934471,-117.259407,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,8/5/2016 0:00,ELISA Abraxis 520060,8/10/2016,8/15/2016,1.11,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Mission Beach-Frontal Pacific Ocean,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,"Otay River Open, San Diego Bay",910OTCYNO,8/5/2016,12:40:00,AA1,-88,m,Grab,1,1,WPCL_L-468-16_BS198-16_W_ELISA,L-468-16-04,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.53,,0.111,0.167,=,D,"VAC,VQI",Scr,,,,"Dilution.QA/DM:Screening,missing QC samples failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.602749,-117.1173096,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,8/5/2016 0:00,ELISA Abraxis 520060,8/10/2016,8/15/2016,1.11,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Americas Cup Harbor-San Diego Bay,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Los Penasquitos Mid-slough,906LPCYNM,8/5/2016,16:45:00,AA1,-88,m,Grab,1,1,WPCL_L-468-16_BS198-16_W_ELISA,L-468-16-07,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.44,,0.111,0.167,=,D,"VAC,VQI",Scr,,,,"Dilution.QA/DM:Screening,missing QC samples failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.930069,-117.2468491,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,8/5/2016 0:00,ELISA Abraxis 520060,8/10/2016,8/15/2016,1.11,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Carmel Valley-Poway Creek,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Sweetwater River Mid-slough,909SWCYNM,8/5/2016,10:00:00,AA1,-88,m,Grab,1,1,WPCL_L-468-16_BS198-16_W_ELISA,L-468-16-02,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.6,,0.111,0.167,=,D,"VAC,VQI",Scr,,,,"Dilution.QA/DM:Screening,missing QC samples failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.6586,-117.0818863,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,8/5/2016 0:00,ELISA Abraxis 520060,8/10/2016,8/15/2016,1.11,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Rice Canyon-Sweetwater River,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,"Sweetwater River Open, San Diego Bay",909SWCYNO,8/5/2016,8:40:00,AA1,-88,m,Grab,1,1,WPCL_L-468-16_BS198-16_W_ELISA,L-468-16-01,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.76,,0.111,0.167,=,D,"VAC,VQI",Scr,,,,"Dilution.QA/DM:Screening,missing QC samples failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.649651,-117.1085281,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,8/5/2016 0:00,ELISA Abraxis 520060,8/10/2016,8/15/2016,1.11,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Paradise Creek-Frontal San Diego Bay,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Sweetwater River Upstream,909SWCYNU,8/5/2016,11:00:00,AA1,-88,m,Grab,1,1,WPCL_L-468-16_BS198-16_W_ELISA,L-468-16-03,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.41,,0.111,0.167,=,D,"VAC,VQI",Scr,,,,"Dilution.QA/DM:Screening,missing QC samples failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.650471,-117.0639267,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,8/5/2016 0:00,ELISA Abraxis 520060,8/10/2016,8/15/2016,1.11,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Rice Canyon-Sweetwater River,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Los Penasquitos Creek Upstream,906LPCYNU,8/5/2016,16:00:00,AA1,-88,m,Grab,1,1,WPCL_L-468-16_BS198-16_W_ELISA,L-468-16-06,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.26,,0.111,0.167,=,D,"VAC,VQI",Scr,,,,"Dilution.QA/DM:Screening,missing QC samples failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.936131,-117.228157,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,8/5/2016 0:00,ELISA Abraxis 520060,8/10/2016,8/15/2016,1.11,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Carmel Valley-Poway Creek,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Otay River Mid-slough,910OTCYNM,8/5/2016,14:15:00,AA1,-88,m,Grab,1,1,WPCL_L-468-16_BS198-16_W_ELISA,L-468-16-05,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.78,,0.111,0.167,=,D,"VAC,VQI",Scr,,,,"Dilution.QA/DM:Screening,missing QC samples failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.588039,-117.1057434,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,8/5/2016 0:00,ELISA Abraxis 520060,8/10/2016,8/15/2016,1.11,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Telegraph Canyon-Frontal San Diego Bay,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Los Penasquitos Mid-slough,906LPCYNM,8/15/2016,18:30:00,AA1,-88,m,Grab,1,1,WPCL_L-491-16_BS221-16_W_ELISA,L-491-16-11,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.39,,0.111,0.167,=,"D,SCR","VAC,VQI",Scr,,filter sample,,"QA/DM:Screeing,QC samples missing,failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.930069,-117.2468491,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,8/15/2016 0:00,ELISA Abraxis 520060,8/17/2016,8/26/2016,1.11,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Carmel Valley-Poway Creek,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Los Penasquitos Open Lagoon,906LPCYNO,8/15/2016,19:20:00,AA1,-88,m,Grab,1,1,WPCL_L-491-16_BS221-16_W_ELISA,L-491-16-12,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.5,,0.111,0.167,=,"D,SCR","VAC,VQI",Scr,,filter sample,,"QA/DM:Screeing,QC samples missing,failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.934471,-117.259407,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,8/15/2016 0:00,ELISA Abraxis 520060,8/17/2016,8/26/2016,1.11,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Mission Beach-Frontal Pacific Ocean,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,"Otay River Open, San Diego Bay",910OTCYNO,8/15/2016,9:00:00,AA1,-88,m,Grab,1,1,WPCL_L-491-16_BS221-16_W_ELISA,L-491-16-01,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.49,,0.111,0.167,=,"D,SCR","VAC,VQI",Scr,,filter sample,,"QA/DM:Screeing,QC samples missing,failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.602749,-117.1173096,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,8/15/2016 0:00,ELISA Abraxis 520060,8/17/2016,8/26/2016,1.11,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Americas Cup Harbor-San Diego Bay,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Otay River Mid-slough,910OTCYNM,8/15/2016,10:30:00,AA1,-88,m,Grab,1,1,WPCL_L-491-16_BS221-16_W_ELISA,L-491-16-03,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.5,,0.111,0.167,=,"D,SCR","VAC,VQI",Scr,,filter sample,,"QA/DM:Screeing,QC samples missing,failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.588039,-117.1057434,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,8/15/2016 0:00,ELISA Abraxis 520060,8/17/2016,8/26/2016,1.11,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Telegraph Canyon-Frontal San Diego Bay,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Sweetwater River Mid-slough,909SWCYNM,8/15/2016,14:15:00,AA1,-88,m,Grab,1,1,WPCL_L-491-16_BS221-16_W_ELISA,L-491-16-07,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.5,,0.111,0.167,=,"D,SCR","VAC,VQI",Scr,,filter sample,,"QA/DM:Screeing,QC samples missing,failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.6586,-117.0818863,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,8/15/2016 0:00,ELISA Abraxis 520060,8/17/2016,8/26/2016,1.11,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Rice Canyon-Sweetwater River,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Los Penasquitos Creek Upstream,906LPCYNU,8/15/2016,17:30:00,AA1,-88,m,Grab,1,1,WPCL_L-491-16_BS221-16_W_ELISA,L-491-16-10,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.34,,0.111,0.167,=,"D,SCR","VAC,VQI",Scr,,,,"QA/DM:Screeing,QC samples missing,failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.936131,-117.228157,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,8/15/2016 0:00,ELISA Abraxis 520060,8/17/2016,8/26/2016,1.11,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Carmel Valley-Poway Creek,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,"Sweetwater River Open, San Diego Bay",909SWCYNO,8/15/2016,12:20:00,AA1,-88,m,Grab,1,1,WPCL_L-491-16_BS221-16_W_ELISA,L-491-16-05,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.51,,0.111,0.167,=,"D,SCR","VAC,VQI",Scr,,filter sample,,"QA/DM:Screeing,QC samples missing,failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.649651,-117.1085281,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,8/15/2016 0:00,ELISA Abraxis 520060,8/17/2016,8/26/2016,1.11,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Paradise Creek-Frontal San Diego Bay,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Sweetwater River Upstream,909SWCYNU,8/15/2016,15:50:00,AA1,-88,m,Grab,1,1,WPCL_L-491-16_BS221-16_W_ELISA,L-491-16-09,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.37,,0.111,0.167,=,"D,SCR","VAC,VQI",Scr,,filter sample,,"QA/DM:Screeing,QC samples missing,failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.650471,-117.0639267,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,8/15/2016 0:00,ELISA Abraxis 520060,8/17/2016,8/26/2016,1.11,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Rice Canyon-Sweetwater River,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Los Penasquitos Creek Upstream,906LPCYNU,8/24/2016,10:55:00,AA1,-88,m,Grab,1,1,WPCL_L-514-16_BS228-16_W_ELISA,L-514-16-03,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.42,,0.111,0.167,=,D,"VAC,VQI",Scr,,,,"Dilution.QA/DM:Screening, missing QC samples,failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.936131,-117.228157,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,8/24/2016 0:00,ELISA Abraxis 520060,8/26/2016,9/1/2016,1.11,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Carmel Valley-Poway Creek,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,"Otay River Open, San Diego Bay",910OTCYNO,8/24/2016,14:00:00,AA1,-88,m,Grab,1,1,WPCL_L-514-16_BS228-16_W_ELISA,L-514-16-04,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.66,,0.111,0.167,=,D,"VAC,VQI",Scr,,,,"Dilution.QA/DM:Screening, missing QC samples,failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.602749,-117.1173096,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,8/24/2016 0:00,ELISA Abraxis 520060,8/26/2016,9/1/2016,1.11,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Americas Cup Harbor-San Diego Bay,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Sweetwater River Mid-slough,909SWCYNM,8/24/2016,17:00:00,AA1,-88,m,Grab,1,1,WPCL_L-514-16_BS228-16_W_ELISA,L-514-16-07,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.53,,0.111,0.167,=,D,"VAC,VQI",Scr,,filter sample,,"Dilution.QA/DM:Screening, missing QC samples,failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.6586,-117.0818863,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,8/24/2016 0:00,ELISA Abraxis 520060,8/26/2016,9/1/2016,1.11,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Rice Canyon-Sweetwater River,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Sweetwater River Upstream,909SWCYNU,8/24/2016,15:55:00,AA1,-88,m,Grab,1,1,WPCL_L-514-16_BS228-16_W_ELISA,L-514-16-08,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.32,,0.111,0.167,=,D,"VAC,VQI",Scr,,filter sample,,"Dilution.QA/DM:Screening, missing QC samples,failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.650471,-117.0639267,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,8/24/2016 0:00,ELISA Abraxis 520060,8/26/2016,9/1/2016,1.11,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Rice Canyon-Sweetwater River,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Los Penasquitos Open Lagoon,906LPCYNO,8/24/2016,8:50:00,AA1,-88,m,Grab,1,1,WPCL_L-514-16_BS228-16_W_ELISA,L-514-16-01,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.55,,0.111,0.167,=,D,"VAC,VQI",Scr,,filter sample,,"Dilution.QA/DM:Screening, missing QC samples,failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.934471,-117.259407,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,8/24/2016 0:00,ELISA Abraxis 520060,8/26/2016,9/1/2016,1.11,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Mission Beach-Frontal Pacific Ocean,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Otay River Mid-slough,910OTCYNM,8/24/2016,12:45:00,AA1,-88,m,Grab,1,1,WPCL_L-514-16_BS228-16_W_ELISA,L-514-16-05,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.47,,0.111,0.167,=,D,"VAC,VQI",Scr,,filter sample,,"Dilution.QA/DM:Screening, missing QC samples,failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.588039,-117.1057434,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,8/24/2016 0:00,ELISA Abraxis 520060,8/26/2016,9/1/2016,1.11,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Telegraph Canyon-Frontal San Diego Bay,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2016,Los Penasquitos Mid-slough,906LPCYNM,8/24/2016,10:00:00,AA1,-88,m,Grab,1,1,WPCL_L-514-16_BS228-16_W_ELISA,L-514-16-02,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,0.5,,0.111,0.167,=,D,"VAC,VQI",Scr,,filter sample,,"Dilution.QA/DM:Screening, missing QC samples,failed MQOs",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.930069,-117.2468491,Not Recorded,0000-00-00,Not Applicable,FieldFrozen,8/24/2016 0:00,ELISA Abraxis 520060,8/26/2016,9/1/2016,1.11,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Carmel Valley-Poway Creek,1.80703E+11,,
